,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Description
285,0810911132,10.0,Nursing: The Finest Art : An Illustrated History,M. Patricia Donahue,1986,Harry N Abrams Inc,http://images.amazon.com/images/P/0810911132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0810911132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0810911132.01.LZZZZZZZ.jpg,
286,0811802221,10.0,St. Francis Preaches to the Birds,Peter Schumann,1992,Chronicle Books Llc,http://images.amazon.com/images/P/0811802221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811802221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811802221.01.LZZZZZZZ.jpg,The classic tale of St. Francis and the birds is rendered in woodblock prints
287,0811808319,10.0,Maasai: People of Cattle (Little Wisdom Library/Tribal Wisdom),David M. Anderson,1995,Chronicle Books Llc,http://images.amazon.com/images/P/0811808319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811808319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811808319.01.LZZZZZZZ.jpg,"The purpose of this workbook is to help students with their preparation for the examination in Family Law (PRL102-4) at Unisa. It is based on the actual questions asked of students in six recent Family Law examination papers. Die werkboek verskaf nie alleen die antwoorde op hierdie vrae nie, maar verduidelik ook aan studente hoe om by die regte antwoorde uit te kom. Die werkboek is verder behoorlik met die voorgeskrewe handboeke vir Familiereg ge?ntegreer deurdat dit aan die einde van elke antwoord aandui op watter gedeeltes van die betrokke boeke die antwoord gebaseer is."
288,0811808203,10.0,Beth's Basic Bread Book: Simple Techniques and Simply Delicious Recipes for Foolproof Baking,Beth Hensperger,1996,Chronicle Books Llc,http://images.amazon.com/images/P/0811808203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811808203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811808203.01.LZZZZZZZ.jpg,
289,0811808076,10.0,Yanomami: Masters of the Spirit World (Little Wisdom Library/Tribal Wisdom),Paul Henley,1995,Chronicle Books Llc,http://images.amazon.com/images/P/0811808076.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811808076.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811808076.01.LZZZZZZZ.jpg,"This book puts preachnig into a South African context. It seeks to advance biblical preaching grounded in sound homiletic theory, but also matches theology and praxis. The book is designed as a guide to students of homiletics and those who have to preach a Sunday sermon week by week."
290,0811806960,10.0,The Griffin &amp; Sabine Trilogy Boxed Set: Griffin &amp; Sabine/Sabine's Notebook/The Golden Mean,Nick Bantock,1994,Chronicle Books,http://images.amazon.com/images/P/0811806960.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811806960.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811806960.01.LZZZZZZZ.jpg,"With more than two million copies in print, Nick Bantock's trilogy of romantic intrigue is now available as a set, beautifully packaged in an illustrated slipcase created by the author. A lovely gift for those new to the saga of the mysterious lovers, this distinctive collection also makes an enduring keepsake for devoted fans."
291,0811806839,10.0,Life in Double Time: Confessions of an American Drummer,Mike Lankford,1997,Chronicle Books,http://images.amazon.com/images/P/0811806839.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811806839.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811806839.01.LZZZZZZZ.jpg,
292,0811806340,10.0,The Great American Carousel: A Century of Master Craftsmanship,Tobin Fraley,1994,Chronicle Books,http://images.amazon.com/images/P/0811806340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811806340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811806340.01.LZZZZZZZ.jpg,
293,0811805131,10.0,Folk Wisdom of Mexico / Proverbios y dichos mexicanos,Jeff M. Sellers,1994,Chronicle Books,http://images.amazon.com/images/P/0811805131.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811805131.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811805131.01.LZZZZZZZ.jpg,
294,0811804623,10.0,The Secret Language of Symbols: A Visual Key to Symbols and Their Meanings,David Fontana,1994,Chronicle Books,http://images.amazon.com/images/P/0811804623.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811804623.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811804623.01.LZZZZZZZ.jpg,"This credible, highly readable, and vividly illustrated encyclopedic volume traces the origins and evolution of hundreds of symbols and symbol systems that have impacted human culture, history, art, and psychology since the dawn of time. From the I Ching and the Chakras to the Tarot and the Zodiac; from mythical beasts and magical numbers to heraldic shields and geometric shapes, author and psychologist David Fontana identifies symbols from around the world and draws upon his experience with dream workshops and meditation to help readers deepen their understanding and appreciation of these intriguing icons. Relevant, compelling, and visually appealing, The Secret Language of Symbols is a unique and practical reference tool, as well as an inspiring guide to the images that give meaning to our everyday lives."
295,081180383X,10.0,The Mushroom Book: Recipes for Earthly Delights,Michael McLaughlin,1994,Chronicle Books Llc,http://images.amazon.com/images/P/081180383X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081180383X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081180383X.01.LZZZZZZZ.jpg,
296,0811803198,10.0,At the Japanese Table: New and Traditional Recipes,Lesley Downer,1993,Chronicle Books,http://images.amazon.com/images/P/0811803198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811803198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811803198.01.LZZZZZZZ.jpg,
297,0811800229,10.0,Marin,Beth Ashley,1993,Chronicle Books Llc,http://images.amazon.com/images/P/0811800229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811800229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811800229.01.LZZZZZZZ.jpg,
298,0810912465,10.0,Best Children's Books in the World,Byron Preiss,1996,Harry N Abrams,http://images.amazon.com/images/P/0810912465.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0810912465.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0810912465.01.LZZZZZZZ.jpg,Each delightful story in this appealing collection of contemporary illustrated children's books from 16 different countries is reprinted with complete text and original art.
299,0811731154,10.0,Where to Watch Birds in Scandinavia (Where to Watch Birds),Gustaf Aulen,1997,Stackpole Books,http://images.amazon.com/images/P/0811731154.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811731154.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811731154.01.LZZZZZZZ.jpg,
300,081173112X,10.0,Where to Watch Birds in Eastern Europe (Where to Watch Birds (Stackpole)),Gerard Gorman,1997,Stackpole Books,http://images.amazon.com/images/P/081173112X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081173112X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081173112X.01.LZZZZZZZ.jpg,"These essential guides explore the best bird-watching sites throughout Europe. Information on what species to look for, the best seasons to visit, how to get to each site, what weather to expect, as well as practical advice on accommodations, language, and currency. Easy-to-read maps and complete indexes."
301,0811731103,10.0,Where to Watch Birds in Britain and Europe (Where to Watch Birds),John Gooders,1997,Stackpole Books,http://images.amazon.com/images/P/0811731103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811731103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811731103.01.LZZZZZZZ.jpg,
302,0811730832,10.0,The Nols Cookery,Sukey Richard,1991,Stackpole Books,http://images.amazon.com/images/P/0811730832.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811730832.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811730832.01.LZZZZZZZ.jpg,"Nutrition, menu planning, packaging, equipment, open-fire and high-altitude cooking, and more are covered in this revised and updated NOLS book. More than 170 recipes."
303,0811728196,10.0,Bowhunting Pressured Whitetails,John Eberhart,2003,Stackpole Books,http://images.amazon.com/images/P/0811728196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811728196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811728196.01.LZZZZZZZ.jpg,
304,0811723062,10.0,Basic Rug Hooking,Alice Beatty,1990,Stackpole Books,http://images.amazon.com/images/P/0811723062.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811723062.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811723062.01.LZZZZZZZ.jpg,
305,0811720187,10.0,Field Guide to Edible Wild Plants,Bradford Angier,1974,Stackpole Books,http://images.amazon.com/images/P/0811720187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811720187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811720187.01.LZZZZZZZ.jpg,
306,0811215601,10.0,A Child's Christmas in Wales,Dylan Thomas,2003,New Directions Publishing Corporation,http://images.amazon.com/images/P/0811215601.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811215601.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811215601.01.LZZZZZZZ.jpg,
307,0811215423,10.0,"Selected Poems 1934-1952, New Revised Edition",Dylan Thomas,2003,New Directions Publishing Corporation,http://images.amazon.com/images/P/0811215423.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811215423.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811215423.01.LZZZZZZZ.jpg,
308,0811214745,10.0,Loitering with Intent,Muriel Spark,2001,New Directions Publishing Corporation,http://images.amazon.com/images/P/0811214745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811214745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811214745.01.LZZZZZZZ.jpg,"Muriel Spark in prime form: one of her most enjoyable, complex, and instructive jeux d'esprit."
309,0811811557,10.0,Dinopix,Teruhisa Tajima,1995,Chronicle Books Llc,http://images.amazon.com/images/P/0811811557.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811811557.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811811557.01.LZZZZZZZ.jpg,
310,0811812995,10.0,52 Ways to Make a Difference (52 Deck Series),Lynn Gordon,1996,Chronicle Books,http://images.amazon.com/images/P/0811812995.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811812995.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811812995.01.LZZZZZZZ.jpg,
311,0811813428,10.0,Alejandro's Gift,Richard E. Albert,1996,Chronicle Books,http://images.amazon.com/images/P/0811813428.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811813428.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811813428.01.LZZZZZZZ.jpg,"Lonely in his house beside a road in the desert, Alejandro builds an oasis to attract the many animals around him."
312,0811813576,10.0,The Color of Nature (An Exploratorium Book),Pat Murphy,1996,Chronicle Books,http://images.amazon.com/images/P/0811813576.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811813576.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811813576.01.LZZZZZZZ.jpg,
313,0811828484,10.0,Witch's Brew: Good Spells for Peace of Mind,Witch Bree,2001,Chronicle Books,http://images.amazon.com/images/P/0811828484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811828484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811828484.01.LZZZZZZZ.jpg,"Passion, health, fortune, and serenity--all are possible with the ancient wisdom of good witchcraft. Witch's Brew shows how to weave spells, incantations, potions, and herbal and astrological lore into everyday life. Using readily available ingredients such as candles, flowers, fabrics, and essential oils, the rituals presented in this collection explore the realms of healing, love, peace, and prosperity. Beautiful to read, sensual to hold, these four bewitching vo lumes feature exquisite art, satin ribbon closures, and rich, beautiful paper. This seductive series puts the magic and allure of witchcraft within everyone's reach."
314,0811828468,10.0,Witch's Brew: Good Spells for Healing,Witch Bree,2001,Chronicle Books,http://images.amazon.com/images/P/0811828468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811828468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811828468.01.LZZZZZZZ.jpg,
315,0811828433,10.0,Milton Goes to the Vet,Hayde Ardalan,2001,Chronicle Books,http://images.amazon.com/images/P/0811828433.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811828433.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811828433.01.LZZZZZZZ.jpg,
316,0811827631,10.0,Muffy's Scrapbook,Heather Drake,2000,Chronicle Books,http://images.amazon.com/images/P/0811827631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811827631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811827631.01.LZZZZZZZ.jpg,
317,0811827607,10.0,"The New Vegan Cookbook: Innovative Vegetarian Recipes Free of Dairy, Eggs, and Cholesterol",Lorna J. Sass,2001,Chronicle Books,http://images.amazon.com/images/P/0811827607.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811827607.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811827607.01.LZZZZZZZ.jpg,"A collection of recipes prepared without meat, fish, eggs, or cheese includes such dishes as Mediterranean red lentil pate and Cuban picadillo, and provides tips on purchasing, preparing, and storing ingredients."
318,0811826562,10.0,World of Garden Design: Inspiring Ideas from Around the Globe to Your Backyard,Susan Dooley,2000,Chronicle Books,http://images.amazon.com/images/P/0811826562.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811826562.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811826562.01.LZZZZZZZ.jpg,"The creators of Garden Design magazine, the most luxurious and informative of gardening pulications, are ready to whisk readers away on a journey throught the world's most astounding gardens and shwo how these international ideas can take root in hoem soil. An inspiring dream book as well as an impressive compendium of gardening history and inforamtion, The World of Garden Design offeres the superlative photography that is the award-winning magazine's trademark, beautifully illustrated maps and plans, and a section called ""Bringing It Home"" which adapts the finest elements of the world's garden styles to home gardens. From the sweeping pastoral landscapes of England and Ireland to the exotic walled gardens of the Mediterranean, from the hot color f the tropics to the venerable aesthetic of the Far East, The World of Garden Design plumbs the fascinating origins of gardening's most essential principles. With its sumptuous photography, garden history, and practical information, The World of Garden Design is the ultimate guide for the true garden-lover."
319,0811825930,10.0,Well Being: Rejuvenating Recipes for the Body and Soul,Barbara Close,2000,Chronicle Books,http://images.amazon.com/images/P/0811825930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811825930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811825930.01.LZZZZZZZ.jpg,
320,0811824004,10.0,"With Child: Wisdom and Traditions for Pregnancy, Birth and Mothering",Deborah Jackson,1999,Chronicle Books,http://images.amazon.com/images/P/0811824004.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811824004.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811824004.01.LZZZZZZZ.jpg,"Beautifully illustrated with over 150 paintings and drawings, With Child celebrates the wonder of pregnancy and motherhood. Drawing on the vast, inherited body of wisdom of mothers around the world, expert Deborah Jackson has translated ancient rituals and myths into practical knowledge that will instruct and encourage mothers (and fathers too). Discover herbal remedies to stop your baby from crying; yoga techniques for pregnancy; or how to use feng shui to plan the baby's sleeping place. With Child is a beautiful volume to be treasured and shared by all parents."
321,0811823059,10.0,Do You Remember TV: The Book That Takes You Back,Michael Gitter,1999,Chronicle Books,http://images.amazon.com/images/P/0811823059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811823059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811823059.01.LZZZZZZZ.jpg,"You will never forget the Brady Bunch double episode in Hawaii. But do you remember Dawn: Portrait of a Teenage Runaway? Can you recite the Oscar Mayer Wiener jingle or win at Name That Tune? Have you seen every Love Boat episode with Charo in it? Take a Technicolor journey back to the days when cable and satellite were science fiction and the boob tube had three channels that signed off at 1:00 am to the national anthem. Do You Remember TV? resuscitates the most vivid moments of our couch-potato youth with 144 pages crammed full of television tidbits from the late '50s, '60s, '70s, and early '80s. From Good morning, angels to Good night, John Boy, from the Oscar Night streaker to Oo! Oo! Mr. Kotter! this tiny tribute to the great days of TV brings back the favorite moments that are forever lodged in our collective TV unconscious."
